,TeamA,TeamB,Stadium,Round,TeamA_Position,TeamB_Position,Attendance,TeamA_win_sum,TeamA_loss_sum,sum_goals_A,TeamA_draw_sum,TeamB_win_sum,TeamB_loss_sum,sum_goals_B,TeamB_draw_sum,Match_hour,Match_minute,Match_month,Match_day,Match_year,Match_day_name,Match_date_hijri_day,Match_date_hijri_month,feelslike,feelslikemax,feelslikemin,temp max:,temp min:,humidity:,precip:,preciptype:,visibility:,solarradiation:,solarenergy:,uvindex:,windspeed:,conditions:,description:
149,Al-Taawoun FC,Hajer Club,King Abdullah Sport City Stadium,22,4,14,6734,7,1,28,2,1,7,6,3,8,0,4,8,2016,Friday,1,7,27.2,33.7,19,34,19,50.9,0,,7.1,317.8,27.3,10,35.3,Clear,Clear conditions throughout the day.
168,Al-Hilal Saudi FC,Hajer Club,King Fahd International Stadium,25,2,14,2371,6,2,22,2,1,8,6,3,8,0,5,8,2016,Sunday,1,8,31.7,36.4,28,39,29,21.2,0,,6.1,148.6,12.5,5,24.1,Partially cloudy,Partly cloudy throughout the day.
12,Al-Fateh,Al-Hilal Saudi FC,Prince Abdullah bin Jalawi Stadium,2,7,2,11688,0,0,0,0,0,0,0,0,5,45,8,29,2015,Saturday,14,11,38.1,48,29.1,48,31,15.8,0,,9.5,298.3,25.8,10,35.3,Clear,Clear conditions throughout the day.
34,Al-Ittihad Club (Jeddah),Al-Hilal Saudi FC,King Abdullah Sports City,5,2,3,59037,0,1,1,0,1,0,2,0,6,30,10,30,2015,Friday,17,1,31.4,33.6,28.6,34.2,27.1,49.3,0,,10,234.8,20.3,8,23.2,Clear,Clear conditions throughout the day.
43,Al-Nassr Riad,Al-Hilal Saudi FC,King Fahd International Stadium,7,8,1,21716,1,0,2,2,1,1,5,0,6,0,12,24,2015,Thursday,13,3,15.4,19,11,19,11,76.1,2.7,['rain'],7.1,104.3,9.1,4,31.7,"Rain, Overcast",Cloudy skies throughout the day with rain.
61,Al-Shabab Club (Riyadh),Al-Hilal Saudi FC,King Fahd International Stadium,9,5,1,14850,1,1,4,2,2,1,7,0,6,0,11,27,2015,Friday,15,2,19.3,24.3,15.8,24.3,15.8,82.7,0,,4.3,198.7,16.9,7,10.5,Partially cloudy,Clearing in the afternoon.
77,Hajer Club,Al-Hilal Saudi FC,Prince Abdullah bin Jalawi Stadium,12,14,1,6754,0,5,5,0,3,1,8,0,3,30,12,14,2015,Monday,3,3,18.5,25,12.9,25,12.9,57.7,0,,10,155.2,13.3,7,25.9,Clear,Clear conditions throughout the day.
85,Al-Faisaly FC,Al-Hilal Saudi FC,Al Majma'ah Sports City Stadium,13,9,1,1750,1,3,8,1,4,1,13,0,3,50,12,19,2015,Saturday,8,3,15.7,22.6,11.1,22.6,11.1,48.9,0,,,132.3,11.4,5,21.6,Partially cloudy,Partly cloudy throughout the day.
92,Al-Wehda FC,Al-Hilal Saudi FC,King Abdul Aziz Stadium,14,10,1,10939,2,2,6,3,5,1,14,0,6,30,1,27,2016,Wednesday,17,4,19.4,24.2,15.7,24.2,15.7,55.8,0,,10,232.3,20.1,8,22.3,Partially cloudy,Partly cloudy throughout the day.
108,Al-Raed,Al-Hilal Saudi FC,King Abdullah Sport City Stadium,16,13,1,12324,1,4,3,2,6,1,17,0,4,35,2,11,2016,Thursday,2,5,14.1,18,3.7,18,7,52.3,0,,8.9,243.6,21,9,37.1,Clear,Clear conditions throughout the day.
112,Al-Taawoun FC,Al-Hilal Saudi FC,King Abdullah Sport City Stadium,17,4,1,12507,5,0,21,2,7,1,18,0,4,40,2,15,2016,Monday,6,5,17.9,26.2,8,27,8,40.7,0,,10,250.1,21.5,9,7.6,Clear,Clear conditions throughout the day.
131,Al-Qadsiah FC,Al-Hilal Saudi FC,Prince Saud bin Jalawi Stadium,19,12,2,12050,2,3,9,3,7,2,18,0,4,25,3,6,2016,Sunday,26,5,23.6,27.4,13.9,28.9,13.9,47.7,0,,10,219,18.8,8,24.1,Partially cloudy,Clearing in the afternoon.
143,Al-Khaleej,Al-Hilal Saudi FC,Prince Mohamed bin Fahd Stadium,21,7,2,6714,2,4,9,4,7,2,18,1,5,35,4,2,2016,Saturday,24,6,19.8,26.4,13.1,27.8,13.1,35,0,,10,308.7,26.5,10,27.6,Clear,Clear conditions throughout the day.
155,Najran SC,Al-Hilal Saudi FC,King Abdullah Sports City,23,13,2,18777,2,6,14,3,8,2,21,1,8,10,4,15,2016,Friday,8,7,26.4,30.6,21.2,31.3,21.2,49.5,0,,10,334.5,28.8,10,20.6,Clear,Clear conditions throughout the day.
166,Al-Ahli Saudi FC,Al-Hilal Saudi FC,King Abdullah Sports City,24,1,2,56293,7,1,24,3,9,2,24,1,8,15,4,24,2016,Sunday,17,7,34,38.9,28.8,37.5,29,36.1,0,,10,319.9,27.7,10,22.6,Clear,Clear conditions throughout the day.
5,Al-Qadsiah FC,Al-Faisaly FC,Prince Saud bin Jalawi Stadium,1,5,11,182,0,0,0,0,0,0,0,0,5,55,8,22,2015,Saturday,7,11,45,50,36.9,41.9,31.1,52.9,0,,9.2,281.2,24.4,9,23.9,Clear,Clear conditions throughout the day.
19,Al-Ittihad Club (Jeddah),Al-Faisaly FC,King Abdullah Sports City,3,5,9,30482,0,0,0,0,0,1,0,0,8,0,9,19,2015,Saturday,6,12,42.8,47.8,36.6,36.7,29.7,66,0,,10,120.8,10.3,4,24.7,Clear,Clear conditions throughout the day.
23,Al-Wehda FC,Al-Faisaly FC,King Abdul Aziz Stadium,4,12,8,486,0,0,1,1,1,1,2,0,7,0,10,16,2015,Friday,3,1,36.6,42,30.1,38.8,28.2,51.4,0,,10,238.8,20.5,8,14.8,Clear,Clear conditions throughout the day.
37,Al-Nassr Riad,Al-Faisaly FC,Prince Faisal bin Fahad Stadium,6,6,7,7994,1,0,2,1,1,1,4,1,6,15,11,2,2015,Monday,20,1,23.7,27.3,20.7,27,20.7,56,0,,9.8,221.2,19,8,18.7,Partially cloudy,Partly cloudy throughout the day.
59,Al-Ahli Saudi FC,Al-Faisaly FC,King Abdullah Sports City,9,2,9,18936,3,0,8,0,1,1,4,2,6,0,11,26,2015,Thursday,14,2,28.9,32.3,24.9,33.3,24.9,45.2,0,,10,206.1,18,8,19,Clear,Clear conditions throughout the day.
70,Najran SC,Al-Faisaly FC,Al-Ukhdood Stadium,11,13,9,150,1,3,4,1,1,1,5,3,4,20,12,9,2015,Wednesday,27,2,14.7,22,6.4,22,8,29.1,0.7,['rain'],7.5,222.1,19.1,8,16.6,Rain,Clear conditions throughout the day with rain.
78,Al-Shabab Club (Riyadh),Al-Faisaly FC,Prince Faisal bin Fahad Stadium,12,9,8,493,1,2,4,2,2,1,6,3,3,45,12,14,2015,Monday,3,3,18.6,23,15,23,15,44.1,0,,9.7,173.2,14.9,7,24.2,Clear,Clear conditions throughout the day.
102,Al-Taawoun FC,Al-Faisaly FC,King Abdullah Sport City Stadium,15,4,9,5666,4,0,18,2,3,1,7,3,1,55,2,6,2016,Saturday,27,4,18.3,25,11,25,11,44.7,0,,8.8,216.8,18.8,8,18.4,Partially cloudy,Becoming cloudy in the afternoon.
121,Hajer Club,Al-Faisaly FC,Prince Abdullah bin Jalawi Stadium,18,14,6,1026,1,7,7,0,3,2,8,3,4,20,2,26,2016,Friday,17,5,20.5,26.2,14.9,27,14.9,46.5,0.3,['rain'],10,230.8,19.9,9,25.9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.
137,Al-Fateh,Al-Faisaly FC,Prince Abdullah bin Jalawi Stadium,20,7,8,632,3,2,7,4,4,2,9,3,4,25,3,12,2016,Saturday,3,6,24.1,30.2,19,31.8,19,43.1,0,,10,267.6,23,9,20.5,Clear,Clear conditions throughout the day.
140,Al-Raed,Al-Faisaly FC,King Abdullah Sport City Stadium,21,11,9,3485,3,5,7,2,4,3,10,3,6,0,4,1,2016,Friday,23,6,18.7,25,12.7,25,12.7,44.9,0,,10,323.4,27.8,10,20.5,Clear,Clear conditions throughout the day.
156,Al-Khaleej,Al-Faisaly FC,Prince Saud bin Jalawi Stadium,23,7,9,180,2,5,9,4,4,4,10,3,5,45,4,16,2016,Saturday,9,7,24.1,29.8,19.1,31.8,19.1,41.4,0,,10,313.1,27.1,10,36.7,Clear,Clear conditions throughout the day.
175,Al-Hilal Saudi FC,Al-Faisaly FC,Prince Faisal bin Fahad Stadium,26,2,10,2743,7,2,26,2,4,5,11,3,6,10,5,12,2016,Thursday,5,8,32,37.2,26,40,26,18.7,0,,9,339.3,29.2,10,29.5,Partially cloudy,Partly cloudy throughout the day.
0,Al-Hilal Saudi FC,Al-Wehda FC,King Fahd International Stadium,1,2,14,16883,0,0,0,0,0,0,0,0,7,45,8,19,2015,Wednesday,4,11,34.3,39.3,28.1,43.3,30,9.1,0,,8,321.9,27.7,10,24.1,Clear,Clear conditions throughout the day.
16,Al-Ahli Saudi FC,Al-Wehda FC,King Abdullah Sports City,3,2,12,29049,0,0,0,0,0,1,0,0,8,0,9,18,2015,Friday,5,12,43.4,47.4,36.9,37.5,29.5,69.1,0,,10,134.1,11.7,4,16.1,Clear,Clear conditions throughout the day.
35,Hajer Club,Al-Wehda FC,Prince Abdullah bin Jalawi Stadium,6,12,10,533,0,2,2,0,0,2,0,0,3,40,11,2,2015,Monday,20,1,26.3,30.6,21.9,31,21.9,53.9,0,,9.8,211.7,18.2,8,25.9,Clear,Clear conditions throughout the day.
49,Al-Fateh,Al-Wehda FC,Prince Abdullah bin Jalawi Stadium,8,6,12,1807,0,1,3,3,1,2,2,0,3,30,11,20,2015,Friday,8,2,21.8,26,18.8,26,18.8,52.1,0,,10,175.9,15.4,7,25.9,Clear,Clear conditions throughout the day.
57,Al-Raed,Al-Wehda FC,King Abdullah Sport City Stadium,9,10,13,2594,0,2,0,1,1,3,2,0,6,0,11,25,2015,Wednesday,13,2,14.7,16.4,13,16.4,13,95.8,0,,3.5,83.6,7.1,4,25.9,Partially cloudy,Partly cloudy throughout the day.
82,Al-Taawoun FC,Al-Wehda FC,King Abdullah Sport City Stadium,12,3,10,7219,3,0,14,2,1,4,2,0,3,55,12,15,2015,Tuesday,4,3,12.9,18,7.4,18,8,72.3,0,,10,191.1,16.4,7,22.3,Clear,Clear conditions throughout the day.
104,Najran SC,Al-Wehda FC,Al-Ukhdood Stadium,15,13,10,355,1,5,5,1,1,5,4,0,4,50,2,6,2016,Saturday,27,4,17.2,26,9,27,9,30.9,0,,10,275.4,23.6,10,11.2,Clear,Clear conditions throughout the day.
118,Al-Faisaly FC,Al-Wehda FC,Al Majma'ah Sports City Stadium,17,8,11,220,2,5,10,1,1,5,6,1,6,40,2,20,2016,Saturday,11,5,18.5,28.3,10.5,30.2,10.5,15.6,0,,,259.8,22.2,9,27.4,Clear,Clear conditions throughout the day.
123,Al-Nassr Riad,Al-Wehda FC,King Fahd International Stadium,18,7,11,3096,2,1,7,4,1,6,7,1,6,40,2,26,2016,Friday,17,5,19.5,25,13.8,25,13.8,56.4,1.5,['rain'],10,180.7,15.7,7,14.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
139,Al-Ittihad Club (Jeddah),Al-Wehda FC,King Abdullah Sports City,20,3,10,21556,6,2,24,2,1,6,8,2,6,45,3,12,2016,Saturday,3,6,31.8,37.9,25.9,34.8,25.9,56.7,0,,10,274.6,23.5,9,17.4,Clear,Clear conditions throughout the day.
159,Al-Qadsiah FC,Al-Wehda FC,Prince Saud bin Jalawi Stadium,23,12,10,822,3,4,13,4,2,6,10,2,5,45,4,17,2016,Sunday,10,7,24.7,31.7,17.3,33.7,17.3,35.4,0,,9.9,322.8,28,10,36.6,Clear,Clear conditions throughout the day.
161,Al-Shabab Club (Riyadh),Al-Wehda FC,King Fahd International Stadium,24,6,10,411,5,5,13,2,2,6,11,3,5,55,4,22,2016,Friday,15,7,27,31.6,23,34,23,29.1,0,,9.3,202.2,17.5,9,24.1,Partially cloudy,Partly cloudy throughout the day.
179,Al-Khaleej,Al-Wehda FC,Prince Mohamed bin Fahd Stadium,26,7,9,93,3,5,11,4,2,6,12,4,5,55,5,14,2016,Saturday,7,8,31.3,36.9,26.1,39.8,26.1,18.8,0,,10,337.5,29.1,10,38.9,Clear,Clear conditions throughout the day.
14,Al-Shabab Club (Riyadh),Al-Khaleej,King Fahd International Stadium,3,4,13,896,1,0,3,0,0,0,0,0,7,15,9,17,2015,Thursday,4,12,32,38.3,25.8,42,26,10.1,0,,10,305.1,26.4,10,13,Clear,Clear conditions throughout the day.
21,Hajer Club,Al-Khaleej,Prince Abdullah bin Jalawi Stadium,4,11,10,320,0,1,1,0,0,0,0,1,4,50,10,16,2015,Friday,3,1,30.7,38.4,24.2,39,24.2,54.1,0,,8.3,241.1,20.8,8,16.6,Clear,Clear conditions throughout the day.
36,Al-Raed,Al-Khaleej,King Abdullah Sport City Stadium,6,13,8,3289,0,1,0,1,1,0,2,1,4,0,11,2,2015,Monday,20,1,24.4,31.3,18.7,30,18.7,65.4,0,,9.8,212.5,18.3,8,27.7,Partially cloudy,Partly cloudy throughout the day.
53,Al-Hilal Saudi FC,Al-Khaleej,Prince Faisal bin Fahad Stadium,8,1,7,5097,3,0,6,0,2,0,4,1,3,45,11,21,2015,Saturday,9,2,18.4,23,15.8,23,15.8,35.8,0,,10,197.3,17,7,14.8,Clear,Clear conditions throughout the day.
67,Al-Faisaly FC,Al-Khaleej,Al Majma'ah Sports City Stadium,10,9,7,204,1,2,7,1,2,1,4,1,3,45,12,4,2015,Friday,22,2,19.1,25.7,12.2,25.7,12.2,49.2,0,,,167.3,14.5,7,27,Partially cloudy,Partly cloudy throughout the day.
89,Al-Wehda FC,Al-Khaleej,King Abdul Aziz Stadium,13,10,8,546,2,2,6,2,3,1,6,1,6,15,12,20,2015,Sunday,9,3,23.8,27.9,21.3,28.1,21.3,54.1,0,,10,184.5,16,7,9.4,Partially cloudy,Partly cloudy throughout the day.
96,Al-Fateh,Al-Khaleej,Prince Abdullah bin Jalawi Stadium,14,7,9,516,2,2,6,3,3,1,6,2,4,0,1,29,2016,Friday,19,4,4.9,12.7,-0.4,12.7,4.9,34.5,0,,8.4,224.3,19.4,8,44.6,Clear,Clear conditions throughout the day.
101,Al-Ahli Saudi FC,Al-Khaleej,King Abdullah Sports City,15,2,8,16282,5,0,15,2,3,1,6,3,6,30,2,5,2016,Friday,26,4,27,34.1,21.3,31.8,21.3,65.1,0,,9.6,220.9,19,8,23.4,Clear,Clear conditions throughout the day.
120,Al-Taawoun FC,Al-Khaleej,King Abdullah Sport City Stadium,18,4,9,3981,6,0,22,2,3,1,7,4,4,40,2,25,2016,Thursday,16,5,18.6,24.2,10.1,24.2,10.1,49.1,0,,10,241.9,20.8,8,20.9,Clear,Clear conditions throughout the day.
135,Najran SC,Al-Khaleej,Al-Ukhdood Stadium,20,11,6,91,2,5,12,3,4,1,10,4,5,10,3,11,2016,Friday,2,6,25.8,32.1,16,34,16,32.9,0,,8.4,297.2,25.7,10,25.9,Clear,Clear conditions throughout the day.
152,Al-Ittihad Club (Jeddah),Al-Khaleej,King Abdullah Sports City,22,3,7,1787,6,3,24,2,5,1,13,4,8,0,4,9,2016,Saturday,2,7,30.3,37.6,23.6,36.6,23.6,50.1,0,,10,318.8,27.7,10,18.4,Clear,Clear conditions throughout the day.
164,Al-Nassr Riad,Al-Khaleej,King Fahd International Stadium,24,8,7,1074,3,2,12,5,5,2,14,4,6,0,4,23,2016,Saturday,16,7,27.6,31.7,22,34.1,22,29.6,0,,9.7,253.2,21.9,10,18.4,Partially cloudy,Partly cloudy throughout the day.
172,Al-Qadsiah FC,Al-Khaleej,Prince Saud bin Jalawi Stadium,25,11,7,573,3,4,14,5,5,2,15,5,8,0,5,8,2016,Sunday,1,8,32.7,38.1,25.1,40,25.1,36.3,0,,8.3,284,24.5,10,19.8,Clear,Clear conditions throughout the day.
2,Najran SC,Al-Ittihad Club (Jeddah),King Abdul Aziz Stadium,1,10,4,4721,0,0,0,0,0,0,0,0,8,15,8,20,2015,Thursday,5,11,42.6,49,34.2,49,33.4,33.9,0,,9.5,299.4,25.9,9,19.6,Clear,Clear conditions throughout the day.
8,Al-Raed,Al-Ittihad Club (Jeddah),King Abdullah Sport City Stadium,2,13,3,5401,0,0,0,0,1,0,2,0,8,0,8,27,2015,Thursday,12,11,37.6,46,30.6,46,32,20.2,0,,10,301.2,25.9,10,18.4,Clear,Clear conditions throughout the day.
24,Al-Qadsiah FC,Al-Ittihad Club (Jeddah),Prince Saud bin Jalawi Stadium,4,9,4,6582,1,0,3,1,2,0,4,0,4,50,10,17,2015,Saturday,4,1,33.9,39,25.9,35.9,25.9,64.5,0,,8.7,228.1,19.6,8,19.2,Clear,Clear conditions throughout the day.
38,Al-Fateh,Al-Ittihad Club (Jeddah),Prince Abdullah bin Jalawi Stadium,6,9,3,8113,0,1,2,2,3,0,7,0,3,40,11,3,2015,Tuesday,21,1,26.5,31.9,21,32.1,21,53.2,0,,9.8,216.1,18.7,8,25.9,Clear,Clear conditions throughout the day.
47,Al-Wehda FC,Al-Ittihad Club (Jeddah),King Abdul Aziz Stadium,7,11,3,8937,0,1,3,2,3,0,8,1,6,0,12,25,2015,Friday,14,3,22,26.6,17.4,27.3,17.4,47.9,0,,10,207.1,18,8,9.9,Clear,Clear conditions throughout the day.
60,Al-Khaleej,Al-Ittihad Club (Jeddah),Prince Mohamed bin Fahd Stadium,9,8,4,3472,1,2,4,1,4,0,10,1,3,30,11,27,2015,Friday,15,2,21.8,26.1,19.1,26.1,19.1,75.3,0,,8.6,173.1,15,7,20.2,Clear,Clear conditions throughout the day.
111,Al-Faisaly FC,Al-Ittihad Club (Jeddah),Al Majma'ah Sports City Stadium,16,9,3,1020,2,4,9,1,4,0,12,2,4,30,2,13,2016,Saturday,4,5,11.6,20.5,4.3,20.5,6.2,33.9,0,,,248.9,21.5,9,11.9,Clear,Clear conditions throughout the day.
125,Al-Hilal Saudi FC,Al-Ittihad Club (Jeddah),King Fahd International Stadium,18,1,3,17020,5,1,19,1,5,0,15,2,6,45,2,27,2016,Saturday,18,5,20.3,25,16,25,16,56.9,4.5,['rain'],9.2,226.5,19.5,8,22.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
144,Al-Ahli Saudi FC,Al-Ittihad Club (Jeddah),King Abdullah Sports City,21,1,3,31035,6,1,20,3,6,0,16,2,8,0,4,2,2016,Saturday,24,6,30.3,37.7,26,35.3,26,49.7,1,['rain'],10,282,24.4,9,23.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
158,Al-Shabab Club (Riyadh),Al-Ittihad Club (Jeddah),King Fahd International Stadium,23,6,3,2662,5,4,12,2,6,1,18,2,8,10,4,16,2016,Saturday,9,7,23.1,28.1,16.8,30,16.8,27.4,0,,9.7,344.8,29.8,10,23.5,Clear,Clear conditions throughout the day.
165,Hajer Club,Al-Ittihad Club (Jeddah),Prince Abdullah bin Jalawi Stadium,24,14,3,2143,1,10,8,0,7,1,20,2,5,45,4,24,2016,Sunday,17,7,28.7,34.1,24,37.2,24,20.5,0,,8.8,337.7,29.2,10,27.7,Partially cloudy,Clearing in the afternoon.
176,Al-Taawoun FC,Al-Ittihad Club (Jeddah),King Abdullah Sport City Stadium,26,4,3,1274,8,2,33,2,8,1,25,2,8,0,5,13,2016,Friday,6,8,30.1,36.1,21.4,38,21.4,22,0,,10,349.6,30.2,10,22.3,Clear,Clear conditions throughout the day.
6,Al-Shabab Club (Riyadh),Al-Raed,Prince Faisal bin Fahad Stadium,1,1,12,895,0,0,0,0,0,0,0,0,8,0,8,22,2015,Saturday,7,11,34.6,40,28.7,43.1,30.8,9.3,0,,9.1,307.1,26.4,10,27.7,Clear,Clear conditions throughout the day.
28,Al-Qadsiah FC,Al-Raed,Prince Saud bin Jalawi Stadium,5,9,12,200,1,1,4,1,0,1,1,0,3,40,10,29,2015,Thursday,16,1,33.9,37.9,31.4,35.7,28.7,54.1,0,,9.5,198.4,17.2,7,24,Clear,Clear conditions throughout the day.
46,Hajer Club,Al-Raed,Prince Abdullah bin Jalawi Stadium,7,13,10,220,0,3,3,0,0,1,2,1,3,35,12,25,2015,Friday,14,3,13.7,18,12,18,12,93.1,10.6,['rain'],5.2,56.6,4.7,3,37.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
50,Al-Faisaly FC,Al-Raed,Al Majma'ah Sports City Stadium,8,9,10,240,1,2,5,0,1,1,4,1,3,50,11,20,2015,Friday,8,2,18.1,23.5,12.8,23.5,12.8,53.3,0,,,164.8,14.3,7,21.2,Partially cloudy,Partly cloudy throughout the day.
71,Al-Taawoun FC,Al-Raed,King Abdullah Sport City Stadium,11,4,11,4999,2,0,12,2,1,1,6,2,6,0,12,9,2015,Wednesday,27,2,9.4,16,2.8,16,3,70.6,0,,10,197.4,16.9,7,9.4,Clear,Clear conditions throughout the day.
79,Al-Ahli Saudi FC,Al-Raed,King Abdullah Sports City,12,2,12,14974,4,0,10,1,1,2,6,2,6,0,12,14,2015,Monday,3,3,22.3,25.8,18.7,25.8,18.7,49.9,0,,10,205.3,17.7,8,17.5,Partially cloudy,Partly cloudy throughout the day.
99,Al-Ittihad Club (Jeddah),Al-Raed,King Abdullah Sports City,15,3,12,16029,5,2,17,0,1,3,7,2,6,30,2,4,2016,Thursday,25,4,27.2,33.2,23.3,35,23.3,39.5,0,,8.6,223.5,19.3,8,35,Clear,Clear conditions throughout the day.
117,Al-Fateh,Al-Raed,Prince Abdullah bin Jalawi Stadium,17,6,13,541,2,2,6,4,1,4,9,2,4,15,2,20,2016,Saturday,11,5,19.1,27.4,10,29,10,26,0,,10,258.3,22.2,9,33.5,Clear,Clear conditions throughout the day.
126,Al-Khaleej,Al-Raed,Prince Saud bin Jalawi Stadium,19,7,13,507,1,4,8,4,1,5,9,2,4,25,3,4,2016,Friday,24,5,22.8,30.1,17.8,30.9,17.8,58.6,0,,8.5,215,18.6,9,22.1,Clear,Clear conditions throughout the day.
147,Al-Wehda FC,Al-Raed,King Abdul Aziz Stadium,22,10,12,759,3,5,9,3,1,6,9,2,8,0,4,7,2016,Thursday,29,6,33.8,41.7,25,37.7,25,54.3,0,,10,302.5,26.2,10,18.4,Clear,Clear conditions throughout the day.
154,Al-Nassr Riad,Al-Raed,King Fahd International Stadium,23,8,11,1838,3,1,11,5,1,7,10,2,5,55,4,15,2016,Friday,8,7,22.5,27.4,16,29,16,36,0,,7.9,338.8,29.3,10,14.8,Clear,Clear conditions throughout the day.
181,Najran SC,Al-Raed,King Abdullah Sports City,26,13,12,409,2,7,16,3,2,7,12,2,7,45,5,14,2016,Saturday,7,8,36.7,44.4,29.2,40.1,27.8,48.1,0,,9.9,321.7,27.9,10,17.5,Clear,Clear conditions throughout the day.
